Sheet,Entity,Plural Display Name,Description,Schema Name,Logical Name,Object Type Code,Is Custom Entity,Ownership Type,Display Name,Attribute Type,Custom Attribute,Type,Required Level,Additional data
Case Activ (pt_caseactivity),,,,pt_ParticipantType1,pt_participanttype1,,,,FR - Participant Type 1,Lookup,True,Simple,None,"Targets:_x000D_
pt_participanttype"
Case Activ (pt_caseactivity),,,N/A,pt_ParticipantType1Name,pt_participanttype1name,,,,N/A,Text,True,Simple,None,"Format: Text_x000D_
Max length: 100"
Case Activ (pt_caseactivity),,,,pt_ParticipantType2,pt_participanttype2,,,,FR - Participant Type 2,Lookup,True,Simple,None,"Targets:_x000D_
pt_participanttype"
Case Activ (pt_caseactivity),,,N/A,pt_ParticipantType2Name,pt_participanttype2name,,,,N/A,Text,True,Simple,None,"Format: Text_x000D_
Max length: 100"
Case Activ (pt_caseactivity),,,,pt_ParticipantType3,pt_participanttype3,,,,FR - Participant Type 3,Lookup,True,Simple,None,"Targets:_x000D_
pt_participanttype"
Case Activ (pt_caseactivity),,,N/A,pt_ParticipantType3Name,pt_participanttype3name,,,,N/A,Text,True,Simple,None,"Format: Text_x000D_
Max length: 100"
Case Activ (pt_caseactivity),,,,pt_ParticipantType4,pt_participanttype4,,,,FR - Participant Type 4,Lookup,True,Simple,None,"Targets:_x000D_
pt_participanttype"
Case Activ (pt_caseactivity),,,N/A,pt_ParticipantType4Name,pt_participanttype4name,,,,N/A,Text,True,Simple,None,"Format: Text_x000D_
Max length: 100"
Case Activ (pt_caseactivity),,,,pt_ParticipantType5,pt_participanttype5,,,,FR - Participant Type 5,Lookup,True,Simple,None,"Targets:_x000D_
pt_participanttype"
Case Activ (pt_caseactivity),,,N/A,pt_ParticipantType5Name,pt_participanttype5name,,,,N/A,Text,True,Simple,None,"Format: Text_x000D_
Max length: 100"
Case Activ (pt_caseactivity),,,Used for Migration purposes to migrate List of multiple Participant Type records onto 1 case activity record.,pt_ParticipantTypeIdList,pt_participanttypeidlist,,,,Participant Type Id List,Text,True,Simple,None,"Format: Text_x000D_
Max length: 250"
Case Activ (pt_caseactivity),,,,pt_PartiesPresent,pt_partiespresent,,,,Parties Present,Choice,True,Simple,None,"Options:_x000D_
206300000: Employer_x000D_
206300001: Union_x000D_
206300002: Independent_x000D_
206300003: Both_x000D_
206300004: System_x000D_
Default: N/A"
Case Activ (pt_caseactivity),,,N/A,pt_partiespresentName,pt_partiespresentname,,,,N/A,Virtual,True,Simple,None,
Case Activ (pt_caseactivity),,,,pt_PaymentType,pt_paymenttype,,,,MTG - Payment Type,Choice,True,Simple,None,"Options:_x000D_
206300000: Traveler_x000D_
206300001: IBA_x000D_
Default: 206300000"
Case Activ (pt_caseactivity),,,N/A,pt_paymenttypeName,pt_paymenttypename,,,,N/A,Virtual,True,Simple,None,
Case Activ (pt_caseactivity),,,,pt_PerDiem,pt_perdiem,,,,MTG - Per Diem,Choice,True,Simple,None,"Options:_x000D_
206300000: None_x000D_
206300001: 3/4_x000D_
206300002: Full_x000D_
Default: 206300000"
Case Activ (pt_caseactivity),,,,pt_PerDiemCity,pt_perdiemcity,,,,MTG - Per Diem City,Text,True,Simple,None,"Format: Text_x000D_
Max length: 100"
Case Activ (pt_caseactivity),,,,pt_PerDiemCountry,pt_perdiemcountry,,,,MTG - Per Diem Country,Lookup,True,Simple,None,"Targets:_x000D_
pt_country"
Case Activ (pt_caseactivity),,,N/A,pt_PerDiemCountryName,pt_perdiemcountryname,,,,N/A,Text,True,Simple,None,"Format: Text_x000D_
Max length: 100"
Case Activ (pt_caseactivity),,,N/A,pt_perdiemName,pt_perdiemname,,,,N/A,Virtual,True,Simple,None,
Case Activ (pt_caseactivity),,,,pt_PerDiemState,pt_perdiemstate,,,,MTG - Per Diem State,Lookup,True,Simple,None,"Targets:_x000D_
pt_state"
Case Activ (pt_caseactivity),,,N/A,pt_PerDiemStateName,pt_perdiemstatename,,,,N/A,Text,True,Simple,None,"Format: Text_x000D_
Max length: 100"
Case Activ (pt_caseactivity),,,,pt_PreparationHours,pt_preparationhours,,,,FR - Billable Preparation Hours,Whole number,True,Simple,None,"Minimum value: 0_x000D_
Maximum value: 2147483647"
Case Activ (pt_caseactivity),,,3 character string populated by the OOTB Auto Number feature. This is used to build the full Voucher Item Id value.,pt_RandomString,pt_randomstring,,,,Random String,Text,True,Simple,None,"Format: Text_x000D_
Max length: 3"
Case Activ (pt_caseactivity),,,,pt_RDFirstName,pt_rdfirstname,,,,CL - FOM First Name,Text,True,Simple,None,"Format: Text_x000D_
Max length: 50"
Case Activ (pt_caseactivity),,,,pt_RDLastName,pt_rdlastname,,,,CL - FOM Last Name,Text,True,Simple,None,"Format: Text_x000D_
Max length: 50"
Case Activ (pt_caseactivity),,,,pt_RDMiddleName,pt_rdmiddlename,,,,CL - FOM Middle Name,Text,True,Simple,None,"Format: Text_x000D_
Max length: 25"
Case Activ (pt_caseactivity),,,,pt_ReceivedFromParties,pt_receivedfromparties,,,,Received From Parties,Choice,True,Simple,None,"Options:_x000D_
206300000: Yes_x000D_
206300001: No_x000D_
Default: N/A"
Case Activ (pt_caseactivity),,,N/A,pt_receivedfrompartiesName,pt_receivedfrompartiesname,,,,N/A,Virtual,True,Simple,None,
Case Activ (pt_caseactivity),,,,pt_RegionAddress,pt_regionaddress,,,,CL - Region Address,Multiline Text,True,Simple,None,"Format: Text_x000D_
Max length: 2000"
Case Activ (pt_caseactivity),,,,pt_RegionalDirector,pt_regionaldirector,,,,CL - Region FOM,Text,True,Simple,None,"Format: Text_x000D_
Max length: 100"
Case Activ (pt_caseactivity),,,,pt_RegionFax,pt_regionfax,,,,CL - Region Fax,Text,True,Simple,None,"Format: Text_x000D_
Max length: 25"
Case Activ (pt_caseactivity),,,,pt_RegionPhone,pt_regionphone,,,,CL - Region Phone,Text,True,Simple,None,"Format: Text_x000D_
Max length: 25"
Case Activ (pt_caseactivity),,,No longer being used... Could possibly be deleted from the system.,pt_RoundTrip,pt_roundtrip,,,,MTG - Round Trip,Two options,True,Simple,None,"True: Yes_x000D_
False: No_x000D_
Default Value: False"
Case Activ (pt_caseactivity),,,N/A,pt_roundtripName,pt_roundtripname,,,,N/A,Virtual,True,Simple,None,
Case Activ (pt_caseactivity),,,,pt_SignatureImage,pt_signatureimage,,,,CL - Signature Image,Multiline Text,True,Simple,None,"Format: Text_x000D_
Max length: 32000"
Case Activ (pt_caseactivity),,,,pt_StoppageImpact1,pt_stoppageimpact1,,,,Stoppage Impact 1,Lookup,True,Simple,None,"Targets:_x000D_
pt_stoppageimpact"
Case Activ (pt_caseactivity),,,N/A,pt_StoppageImpact1Name,pt_stoppageimpact1name,,,,N/A,Text,True,Simple,None,"Format: Text_x000D_
Max length: 100"
Case Activ (pt_caseactivity),,,,pt_StoppageImpact2,pt_stoppageimpact2,,,,Stoppage Impact 2,Lookup,True,Simple,None,"Targets:_x000D_
pt_stoppageimpact"
Case Activ (pt_caseactivity),,,N/A,pt_StoppageImpact2Name,pt_stoppageimpact2name,,,,N/A,Text,True,Simple,None,"Format: Text_x000D_
Max length: 100"
Case Activ (pt_caseactivity),,,,pt_StoppageImpact3,pt_stoppageimpact3,,,,Stoppage Impact 3,Lookup,True,Simple,None,"Targets:_x000D_
pt_stoppageimpact"
Case Activ (pt_caseactivity),,,N/A,pt_StoppageImpact3Name,pt_stoppageimpact3name,,,,N/A,Text,True,Simple,None,"Format: Text_x000D_
Max length: 100"
Case Activ (pt_caseactivity),,,,pt_StoppageImpact4,pt_stoppageimpact4,,,,Stoppage Impact 4,Lookup,True,Simple,None,"Targets:_x000D_
pt_stoppageimpact"
Case Activ (pt_caseactivity),,,N/A,pt_StoppageImpact4Name,pt_stoppageimpact4name,,,,N/A,Text,True,Simple,None,"Format: Text_x000D_
Max length: 100"
Case Activ (pt_caseactivity),,,,pt_StoppageImpact5,pt_stoppageimpact5,,,,Stoppage Impact 5,Lookup,True,Simple,None,"Targets:_x000D_
pt_stoppageimpact"
Case Activ (pt_caseactivity),,,N/A,pt_StoppageImpact5Name,pt_stoppageimpact5name,,,,N/A,Text,True,Simple,None,"Format: Text_x000D_
Max length: 100"
Case Activ (pt_caseactivity),,,Used for Migration purposes to migrate List of multiple Stoppage Impact records onto 1 case activity record.,pt_StoppageImpactIdList,pt_stoppageimpactidlist,,,,Stoppage Impact Id List,Text,True,Simple,None,"Format: Text_x000D_
Max length: 250"
Case Activ (pt_caseactivity),,,,pt_Title,pt_title,,,,Title,Text,True,Simple,None,"Format: Text_x000D_
Max length: 250"
Case Activ (pt_caseactivity),,,,pt_TotalBillableHours,pt_totalbillablehours,,,,FR - Total Billable Hours,Whole number,True,Calculated,None,"Minimum value: -2147483648_x000D_
Maximum value: 2147483647"
Case Activ (pt_caseactivity),,,,pt_TotalCharges,pt_totalcharges,,,,FR - Total Charges,Currency,True,Calculated,None,"Minimum value: -922337203685477_x000D_
Maximum value: 922337203685477_x000D_
Precision: 4"
Case Activ (pt_caseactivity),,,Value of the Total Charges in base currency.,pt_totalcharges_Base,pt_totalcharges_base,,,,Total Charges (Base),Currency,True,Calculated,None,"Minimum value: -922337203685477_x000D_
Maximum value: 922337203685477_x000D_
Precision: 4"
Case Activ (pt_caseactivity),,,,pt_TotalExpense,pt_totalexpense,,,,FR - Total Expense,Currency,True,Calculated,None,"Minimum value: -922337203685477_x000D_
Maximum value: 922337203685477_x000D_
Precision: 4"
Case Activ (pt_caseactivity),,,Value of the Total Expense in base currency.,pt_totalexpense_Base,pt_totalexpense_base,,,,Total Expense (Base),Currency,True,Calculated,None,"Minimum value: -922337203685477_x000D_
Maximum value: 922337203685477_x000D_
Precision: 4"
Case Activ (pt_caseactivity),,,,pt_TotalGrievanceHours,pt_totalgrievancehours,,,,MTG - Total Grievance Hours,Decimal,True,Simple,None,"Minimum value: 0_x000D_
Maximum value: 100000000000_x000D_
Precision: 1"
Case Activ (pt_caseactivity),,,,pt_TotalNonBillableHours,pt_totalnonbillablehours,,,,FR - Total Non-Billed Hours,Whole number,True,Calculated,None,"Minimum value: -2147483648_x000D_
Maximum value: 2147483647"
Case Activ (pt_caseactivity),,,,pt_TotalReimbursableHours,pt_totalreimbursablehours,,,,FR - Total Hours,Whole number,True,Calculated,None,"Minimum value: -2147483648_x000D_
Maximum value: 2147483647"
Case Activ (pt_caseactivity),,,,pt_TotalServiceDeliveryHours,pt_totalservicedeliveryhours,,,,FR - Total Service Delivery Hours,Whole number,True,Simple,None,"Minimum value: 0_x000D_
Maximum value: 2147483647"
Case Activ (pt_caseactivity),,,,pt_TravelHours,pt_travelhours,,,,FR - Billable Travel Hours,Whole number,True,Simple,None,"Minimum value: 0_x000D_
Maximum value: 2147483647"
Case Activ (pt_caseactivity),,,,pt_UnionAddress,pt_unionaddress,,,,CL - Union Address,Multiline Text,True,Simple,None,"Format: Text_x000D_
Max length: 2000"
Case Activ (pt_caseactivity),,,,pt_UnionContactFirstName,pt_unioncontactfirstname,,,,CL - U. C. First Name,Text,True,Simple,None,"Format: Text_x000D_
Max length: 100"
Case Activ (pt_caseactivity),,,,pt_UnionContactLastName,pt_unioncontactlastname,,,,CL - U. C. Last Name,Text,True,Simple,None,"Format: Text_x000D_
Max length: 75"
Case Activ (pt_caseactivity),,,,pt_UnionContactMiddleInitial,pt_unioncontactmiddleinitial,,,,CL - U. C. Middle Initial,Text,True,Simple,None,"Format: Text_x000D_
Max length: 50"
Case Activ (pt_caseactivity),,,,pt_UnionName,pt_unionname,,,,CL - Union Name,Text,True,Simple,None,"Format: Text_x000D_
Max length: 200"
Case Activ (pt_caseactivity),,,,pt_UnionNameNumber,pt_unionnamenumber,,,,CL - Union Name & Number,Multiline Text,True,Simple,None,"Format: Text_x000D_
Max length: 250"
Case Activ (pt_caseactivity),,,,pt_UnionNumber,pt_unionnumber,,,,CL - Union Number,Text,True,Simple,None,"Format: Text_x000D_
Max length: 100"
Case Activ (pt_caseactivity),,,,pt_UnionPrimaryContact,pt_unionprimarycontact,,,,CL - Union Primary Contact,Text,True,Simple,None,"Format: Text_x000D_
Max length: 100"
Case Activ (pt_caseactivity),,,,pt_VehicleRentalExpense,pt_vehiclerentalexpense,,,,FR - Vehicle Rental Expense,Currency,True,Simple,None,"Minimum value: 0_x000D_
Maximum value: 922337203685477_x000D_
Precision: 4"
Case Activ (pt_caseactivity),,,Value of the Vehicle Rental Expense in base currency.,pt_vehiclerentalexpense_Base,pt_vehiclerentalexpense_base,,,,Vehicle Rental Expense (Base),Currency,True,Simple,None,"Minimum value: -922337203685477_x000D_
Maximum value: 922337203685477_x000D_
Precision: 4"
Case Activ (pt_caseactivity),,,,pt_VirtualMeeting,pt_virtualmeeting,,,,Virtual Meeting,Two options,True,Simple,None,"True: Yes_x000D_
False: No_x000D_
Default Value: False"
Case Activ (pt_caseactivity),,,N/A,pt_virtualmeetingName,pt_virtualmeetingname,,,,N/A,Virtual,True,Simple,None,
Case Activ (pt_caseactivity),,,,pt_VoucherItemId,pt_voucheritemid,,,,MTG - Voucher Item Id,Text,True,Simple,None,"Format: Text_x000D_
Max length: 23"
Case Activ (pt_caseactivity),,,,pt_WSEndDate,pt_wsenddate,,,,WS End Date,DateTime,True,Simple,None,Format: DateOnly
Case Activ (pt_caseactivity),,,,pt_WSStartDate,pt_wsstartdate,,,,WS Start Date,DateTime,True,Simple,None,Format: DateOnly
Case Activ (pt_caseactivity),,,Contains the id of the stage where the entity is located.,stageid,stageid,,,,(Deprecated) Stage Id,Uniqueidentifier,False,Simple,None,
Case Activ (pt_caseactivity),,,Status of the Case Activity,statecode,statecode,,,,Status,State,False,Simple,SystemRequired,"States:_x000D_
0: Active_x000D_
1: Inactive"
Case Activ (pt_caseactivity),,,N/A,statecodeName,statecodename,,,,N/A,Virtual,False,Simple,None,
Case Activ (pt_caseactivity),,,Reason for the status of the Case Activity,statuscode,statuscode,,,,Status Reason,Status,False,Simple,None,"States:_x000D_
1: Pending_x000D_
2: Completed_x000D_
206300000: Cancelled"
Case Activ (pt_caseactivity),,,N/A,statuscodeName,statuscodename,,,,N/A,Virtual,False,Simple,None,
Case Activ (pt_caseactivity),,,For internal use only.,TimeZoneRuleVersionNumber,timezoneruleversionnumber,,,,Time Zone Rule Version Number,Whole number,False,Simple,None,"Minimum value: -1_x000D_
Maximum value: 2147483647"
Case Activ (pt_caseactivity),,,Unique identifier of the currency associated with the entity.,TransactionCurrencyId,transactioncurrencyid,,,,Currency,Lookup,False,Simple,None,"Targets:_x000D_
transactioncurrency"
Case Activ (pt_caseactivity),,,N/A,TransactionCurrencyIdName,transactioncurrencyidname,,,,N/A,Text,False,Simple,None,"Format: Text_x000D_
Max length: 100"
Case Activ (pt_caseactivity),,,A comma separated list of string values representing the unique identifiers of stages in a Business Process Flow Instance in the order that they occur.,traversedpath,traversedpath,,,,(Deprecated) Traversed Path,Text,False,Simple,None,"Format: Text_x000D_
Max length: 1250"
Case Activ (pt_caseactivity),,,Time zone code that was in use when the record was created.,UTCConversionTimeZoneCode,utcconversiontimezonecode,,,,UTC Conversion Time Zone Code,Whole number,False,Simple,None,"Minimum value: -1_x000D_
Maximum value: 2147483647"
Case Activ (pt_caseactivity),,,Version Number,VersionNumber,versionnumber,,,,Version Number,BigInt,False,Simple,None,"Minimum value: -9223372036854775808_x000D_
Maximum value: 9223372036854775807"
Ca (pt_caseactivitymetadata),,,Unique identifier of the user who created the record.,CreatedBy,createdby,,,,Created By,Lookup,False,Simple,None,"Targets:_x000D_
systemuser"
Ca (pt_caseactivitymetadata),,,N/A,CreatedByName,createdbyname,,,,N/A,Text,False,Simple,None,"Format: Text_x000D_
Max length: 100"
Ca (pt_caseactivitymetadata),,,N/A,CreatedByYomiName,createdbyyominame,,,,N/A,Text,False,Simple,SystemRequired,"Format: Text_x000D_
Max length: 100"
Ca (pt_caseactivitymetadata),,,Date and time when the record was created.,CreatedOn,createdon,,,,Created On,DateTime,False,Simple,None,Format: DateAndTime
Ca (pt_caseactivitymetadata),,,Unique identifier of the delegate user who created the record.,CreatedOnBehalfBy,createdonbehalfby,,,,Created By (Delegate),Lookup,False,Simple,None,"Targets:_x000D_
systemuser"
Ca (pt_caseactivitymetadata),,,N/A,CreatedOnBehalfByName,createdonbehalfbyname,,,,N/A,Text,False,Simple,None,"Format: Text_x000D_
Max length: 100"
Ca (pt_caseactivitymetadata),,,N/A,CreatedOnBehalfByYomiName,createdonbehalfbyyominame,,,,N/A,Text,False,Simple,SystemRequired,"Format: Text_x000D_
Max length: 100"
Ca (pt_caseactivitymetadata),,,Sequence number of the import that created this record.,ImportSequenceNumber,importsequencenumber,,,,Import Sequence Number,Whole number,False,Simple,None,"Minimum value: -2147483648_x000D_
Maximum value: 2147483647"
Ca (pt_caseactivitymetadata),,,Unique identifier of the user who modified the record.,ModifiedBy,modifiedby,,,,Modified By,Lookup,False,Simple,None,"Targets:_x000D_
systemuser"
Ca (pt_caseactivitymetadata),,,N/A,ModifiedByName,modifiedbyname,,,,N/A,Text,False,Simple,None,"Format: Text_x000D_
Max length: 100"
Ca (pt_caseactivitymetadata),,,N/A,ModifiedByYomiName,modifiedbyyominame,,,,N/A,Text,False,Simple,SystemRequired,"Format: Text_x000D_
Max length: 100"
Ca (pt_caseactivitymetadata),,,Date and time when the record was modified.,ModifiedOn,modifiedon,,,,Modified On,DateTime,False,Simple,None,Format: DateAndTime
Ca (pt_caseactivitymetadata),,,Unique identifier of the delegate user who modified the record.,ModifiedOnBehalfBy,modifiedonbehalfby,,,,Modified By (Delegate),Lookup,False,Simple,None,"Targets:_x000D_
systemuser"
Ca (pt_caseactivitymetadata),,,N/A,ModifiedOnBehalfByName,modifiedonbehalfbyname,,,,N/A,Text,False,Simple,None,"Format: Text_x000D_
Max length: 100"
Ca (pt_caseactivitymetadata),,,N/A,ModifiedOnBehalfByYomiName,modifiedonbehalfbyyominame,,,,N/A,Text,False,Simple,SystemRequired,"Format: Text_x000D_
Max length: 100"
Ca (pt_caseactivitymetadata),,,Date and time that the record was migrated.,OverriddenCreatedOn,overriddencreatedon,,,,Record Created On,DateTime,False,Simple,None,Format: DateOnly
Ca (pt_caseactivitymetadata),,,Owner Id,OwnerId,ownerid,,,,Owner,Owner,False,Simple,SystemRequired,"Targets:_x000D_
systemuser_x000D_
team"
Ca (pt_caseactivitymetadata),,,Name of the owner,OwnerIdName,owneridname,,,,N/A,Text,False,Simple,SystemRequired,"Format: Text_x000D_
Max length: 100"
Ca (pt_caseactivitymetadata),,,Owner Id Type,OwnerIdType,owneridtype,,,,N/A,EntityName,False,Simple,SystemRequired,
Ca (pt_caseactivitymetadata),,,Yomi name of the owner,OwnerIdYomiName,owneridyominame,,,,N/A,Text,False,Simple,SystemRequired,"Format: Text_x000D_
Max length: 100"
Ca (pt_caseactivitymetadata),,,Unique identifier for the business unit that owns the record,OwningBusinessUnit,owningbusinessunit,,,,Owning Business Unit,Lookup,False,Simple,None,"Targets:_x000D_
businessunit"
Ca (pt_caseactivitymetadata),,,N/A,OwningBusinessUnitName,owningbusinessunitname,,,,N/A,Text,False,Simple,None,"Format: Text_x000D_
Max length: 160"
Ca (pt_caseactivitymetadata),,,Unique identifier for the team that owns the record.,OwningTeam,owningteam,,,,Owning Team,Lookup,False,Simple,None,"Targets:_x000D_
team"
Ca (pt_caseactivitymetadata),,,Unique identifier for the user that owns the record.,OwningUser,owninguser,,,,Owning User,Lookup,False,Simple,None,"Targets:_x000D_
systemuser"
Ca (pt_caseactivitymetadata),,,,pt_CaseActivity,pt_caseactivity,,,,Case Activity,Lookup,True,Simple,ApplicationRequired,"Targets:_x000D_
pt_caseactivity"
Ca (pt_caseactivitymetadata),,,Unique identifier for entity instances,pt_caseactivitymetadataId,pt_caseactivitymetadataid,,,,Case Activity Metadata,Uniqueidentifier,False,Simple,SystemRequired,
Ca (pt_caseactivitymetadata),,,N/A,pt_CaseActivityName,pt_caseactivityname,,,,N/A,Text,True,Simple,None,"Format: Text_x000D_
Max length: 100"
Ca (pt_caseactivitymetadata),,,,pt_Metadata,pt_metadata,,,,Metadata,Lookup,True,Simple,ApplicationRequired,"Targets:_x000D_
pt_metadata"
Ca (pt_caseactivitymetadata),,,N/A,pt_MetadataName,pt_metadataname,,,,N/A,Text,True,Simple,None,"Format: Text_x000D_
Max length: 100"
Ca (pt_caseactivitymetadata),,,Autonumber values for the record,pt_number,pt_number,,,,Number,Text,True,Simple,None,"Format: Text_x000D_
Max length: 50"
Ca (pt_caseactivitymetadata),,,Status of the Case Activity Metadata,statecode,statecode,,,,Status,State,False,Simple,SystemRequired,"States:_x000D_
0: Active_x000D_
1: Inactive"
Ca (pt_caseactivitymetadata),,,N/A,statecodeName,statecodename,,,,N/A,Virtual,False,Simple,None,
Ca (pt_caseactivitymetadata),,,Reason for the status of the Case Activity Metadata,statuscode,statuscode,,,,Status Reason,Status,False,Simple,None,"States:_x000D_
1: Active_x000D_
2: Inactive"
Ca (pt_caseactivitymetadata),,,N/A,statuscodeName,statuscodename,,,,N/A,Virtual,False,Simple,None,
Ca (pt_caseactivitymetadata),,,For internal use only.,TimeZoneRuleVersionNumber,timezoneruleversionnumber,,,,Time Zone Rule Version Number,Whole number,False,Simple,None,"Minimum value: -1_x000D_
Maximum value: 2147483647"
Ca (pt_caseactivitymetadata),,,Time zone code that was in use when the record was created.,UTCConversionTimeZoneCode,utcconversiontimezonecode,,,,UTC Conversion Time Zone Code,Whole number,False,Simple,None,"Minimum value: -1_x000D_
Maximum value: 2147483647"
Ca (pt_caseactivitymetadata),,,Version Number,VersionNumber,versionnumber,,,,Version Number,BigInt,False,Simple,None,"Minimum value: -9223372036854775808_x000D_
Maximum value: 9223372036854775807"
Ca (pt_CaseActivityTemplate),,,Unique identifier of the user who created the record.,CreatedBy,createdby,,,,Created By,Lookup,False,Simple,None,"Targets:_x000D_
systemuser"
Ca (pt_CaseActivityTemplate),,,N/A,CreatedByName,createdbyname,,,,N/A,Text,False,Simple,None,"Format: Text_x000D_
Max length: 100"
Ca (pt_CaseActivityTemplate),,,N/A,CreatedByYomiName,createdbyyominame,,,,N/A,Text,False,Simple,SystemRequired,"Format: Text_x000D_
Max length: 100"
Ca (pt_CaseActivityTemplate),,,Date and time when the record was created.,CreatedOn,createdon,,,,Created On,DateTime,False,Simple,None,Format: DateAndTime
Ca (pt_CaseActivityTemplate),,,Unique identifier of the delegate user who created the record.,CreatedOnBehalfBy,createdonbehalfby,,,,Created By (Delegate),Lookup,False,Simple,None,"Targets:_x000D_
systemuser"
Ca (pt_CaseActivityTemplate),,,N/A,CreatedOnBehalfByName,createdonbehalfbyname,,,,N/A,Text,False,Simple,None,"Format: Text_x000D_
Max length: 100"
Ca (pt_CaseActivityTemplate),,,N/A,CreatedOnBehalfByYomiName,createdonbehalfbyyominame,,,,N/A,Text,False,Simple,SystemRequired,"Format: Text_x000D_
Max length: 100"
Ca (pt_CaseActivityTemplate),,,Sequence number of the import that created this record.,ImportSequenceNumber,importsequencenumber,,,,Import Sequence Number,Whole number,False,Simple,None,"Minimum value: -2147483648_x000D_
Maximum value: 2147483647"
Ca (pt_CaseActivityTemplate),,,Unique identifier of the user who modified the record.,ModifiedBy,modifiedby,,,,Modified By,Lookup,False,Simple,None,"Targets:_x000D_
systemuser"
Ca (pt_CaseActivityTemplate),,,N/A,ModifiedByName,modifiedbyname,,,,N/A,Text,False,Simple,None,"Format: Text_x000D_
Max length: 100"
Ca (pt_CaseActivityTemplate),,,N/A,ModifiedByYomiName,modifiedbyyominame,,,,N/A,Text,False,Simple,SystemRequired,"Format: Text_x000D_
Max length: 100"
Ca (pt_CaseActivityTemplate),,,Date and time when the record was modified.,ModifiedOn,modifiedon,,,,Modified On,DateTime,False,Simple,None,Format: DateAndTime
Ca (pt_CaseActivityTemplate),,,Unique identifier of the delegate user who modified the record.,ModifiedOnBehalfBy,modifiedonbehalfby,,,,Modified By (Delegate),Lookup,False,Simple,None,"Targets:_x000D_
systemuser"
Ca (pt_CaseActivityTemplate),,,N/A,ModifiedOnBehalfByName,modifiedonbehalfbyname,,,,N/A,Text,False,Simple,None,"Format: Text_x000D_
Max length: 100"
Ca (pt_CaseActivityTemplate),,,N/A,ModifiedOnBehalfByYomiName,modifiedonbehalfbyyominame,,,,N/A,Text,False,Simple,SystemRequired,"Format: Text_x000D_
Max length: 100"
Ca (pt_CaseActivityTemplate),,,Date and time that the record was migrated.,OverriddenCreatedOn,overriddencreatedon,,,,Record Created On,DateTime,False,Simple,None,Format: DateOnly
Ca (pt_CaseActivityTemplate),,,Owner Id,OwnerId,ownerid,,,,Owner,Owner,False,Simple,SystemRequired,"Targets:_x000D_
systemuser_x000D_
team"
Ca (pt_CaseActivityTemplate),,,Name of the owner,OwnerIdName,owneridname,,,,N/A,Text,False,Simple,SystemRequired,"Format: Text_x000D_
Max length: 100"
Ca (pt_CaseActivityTemplate),,,Owner Id Type,OwnerIdType,owneridtype,,,,N/A,EntityName,False,Simple,SystemRequired,
Ca (pt_CaseActivityTemplate),,,Yomi name of the owner,OwnerIdYomiName,owneridyominame,,,,N/A,Text,False,Simple,SystemRequired,"Format: Text_x000D_
Max length: 100"
Ca (pt_CaseActivityTemplate),,,Unique identifier for the business unit that owns the record,OwningBusinessUnit,owningbusinessunit,,,,Owning Business Unit,Lookup,False,Simple,None,"Targets:_x000D_
businessunit"
Ca (pt_CaseActivityTemplate),,,N/A,OwningBusinessUnitName,owningbusinessunitname,,,,N/A,Text,False,Simple,SystemRequired,"Format: Text_x000D_
Max length: 100"
Ca (pt_CaseActivityTemplate),,,Unique identifier for the team that owns the record.,OwningTeam,owningteam,,,,Owning Team,Lookup,False,Simple,None,"Targets:_x000D_
team"
Ca (pt_CaseActivityTemplate),,,Unique identifier for the user that owns the record.,OwningUser,owninguser,,,,Owning User,Lookup,False,Simple,None,"Targets:_x000D_
systemuser"
Ca (pt_CaseActivityTemplate),,,,pt_ActivityStatus,pt_activitystatus,,,,Activity Status,Choice,True,Simple,ApplicationRequired,"Options:_x000D_
206300000: Pending_x000D_
206300001: Completed_x000D_
206300002: Cancelled_x000D_
Default: N/A"
Ca (pt_CaseActivityTemplate),,,N/A,pt_activitystatusName,pt_activitystatusname,,,,N/A,Virtual,True,Simple,None,
Ca (pt_CaseActivityTemplate),,,Unique identifier for entity instances,pt_CaseActivityTemplateId,pt_caseactivitytemplateid,,,,Case Activity Template,Uniqueidentifier,False,Simple,SystemRequired,
Ca (pt_CaseActivityTemplate),,,,pt_Comments,pt_comments,,,,Remarks,Multiline Text,True,Simple,None,"Format: Text_x000D_
Max length: 2000"
Ca (pt_CaseActivityTemplate),,,,pt_Default,pt_default,,,,Default,Two options,True,Simple,None,"True: Yes_x000D_
False: No_x000D_
Default Value: False"
Ca (pt_CaseActivityTemplate),,,N/A,pt_defaultName,pt_defaultname,,,,N/A,Virtual,True,Simple,None,
Ca (pt_CaseActivityTemplate),,,,pt_LastUsedDate,pt_lastuseddate,,,,Last Used Date,DateTime,True,Simple,None,Format: DateAndTime
Ca (pt_CaseActivityTemplate),,,,pt_MeetingLocation,pt_meetinglocation,,,,Meeting Location,Choice,True,Simple,None,"Options:_x000D_
206300000: Virtual_x000D_
206300004: In-Person_x000D_
Default: N/A"
Ca (pt_CaseActivityTemplate),,,N/A,pt_meetinglocationName,pt_meetinglocationname,,,,N/A,Virtual,True,Simple,None,
Ca (pt_CaseActivityTemplate),,,Required name field,pt_Name,pt_name,,,,Template Name,Text,True,Simple,ApplicationRequired,"Format: Text_x000D_
Max length: 100"
